EmployeeID,Name,Age,Gender,Location,Department,Designation,YearsAtTCS,PerformanceRating,AI_Training_Level,SkillsMatch,OnsiteExperience,Certifications,CurrentProject,BillableDays,BenchDays,PreviousBenchInstances,UpSkilledLastYear,WillingToReskill,RedeploymentAttempts,LastPromotionYearsAgo,SalaryUSD,ManagerFeedbackScore,LayoffFlag,LayoffReason,DateOfRecord
TCS02446,Employee_2446,34,Male,India,IT,Mid,7.9,Medium,Basic,Match,Yes,1,Yes,234,18,1,Yes,Yes,0,3,16506,3.99,0,N/A,2025-07-30
TCS02447,Employee_2447,26,Male,India,Sales,Senior,7.0,Medium,Basic,Mismatch,Yes,2,Yes,257,0,1,No,Yes,0,1,24631,4.53,0,N/A,2025-07-30
TCS02448,Employee_2448,59,Male,USA,IT,Senior,5.7,Medium,None,Mismatch,Yes,3,Yes,255,5,1,Yes,Yes,2,1,26823,4.7,0,N/A,2025-07-30
TCS02449,Employee_2449,30,Female,USA,IT,Mid,5.0,High,Basic,Match,No,2,Yes,253,0,0,Yes,Yes,1,0,34977,3.26,0,N/A,2025-07-30
TCS02450,Employee_2450,59,Female,India,HR,Senior,9.4,Medium,None,Mismatch,No,1,Yes,236,24,0,Yes,Yes,1,1,29245,3.39,0,N/A,2025-07-30
TCS02451,Employee_2451,37,Female,India,Legal,Junior,0.5,Medium,Basic,Mismatch,Yes,2,Yes,242,11,1,Yes,Yes,1,1,17857,4.16,0,N/A,2025-07-30
TCS02452,Employee_2452,44,Male,India,IT,Junior,12.0,High,Basic,Match,No,0,Yes,258,0,1,Yes,Yes,0,1,33667,2.83,0,N/A,2025-07-30
TCS02453,Employee_2453,29,Female,India,HR,Mid,6.2,High,None,Match,No,2,Yes,252,0,0,Yes,No,1,2,39145,2.55,0,N/A,2025-07-30
TCS02454,Employee_2454,56,Male,Canada,Sales,Junior,11.4,High,None,Match,No,4,Yes,238,19,1,Yes,Yes,2,1,18334,4.57,0,N/A,2025-07-30
TCS02455,Employee_2455,22,Male,UK,IT,Lead,8.5,Low,Basic,Match,No,7,Yes,243,9,2,Yes,Yes,0,0,14050,3.8,0,N/A,2025-07-30
TCS02456,Employee_2456,47,Female,India,IT,Lead,2.3,Medium,None,Match,No,7,Yes,244,9,2,No,Yes,0,1,23977,2.05,0,N/A,2025-07-30
TCS02457,Employee_2457,50,Male,India,Finance,Junior,3.9,High,Basic,Match,No,6,Yes,242,18,1,No,Yes,0,2,26666,3.7,0,N/A,2025-07-30
TCS02458,Employee_2458,57,Male,India,IT,Mid,8.1,Medium,Basic,Match,Yes,4,Yes,253,1,1,Yes,Yes,1,3,26843,4.5,1,Skills Mismatch,2025-07-30
TCS02459,Employee_2459,29,Male,India,Consulting,Manager,7.0,Medium,Basic,Match,No,5,Yes,232,23,2,Yes,Yes,2,2,10490,2.86,0,N/A,2025-07-30
TCS02460,Employee_2460,46,Other,Australia,IT,Junior,5.9,Medium,None,Match,Yes,6,No,245,6,2,Yes,No,0,0,34814,4.43,0,N/A,2025-07-30
TCS02461,Employee_2461,41,Female,UK,IT,Junior,1.9,High,Advanced,Match,Yes,4,Yes,255,0,1,No,No,4,1,21164,3.63,0,N/A,2025-07-30
TCS02462,Employee_2462,23,Other,India,IT,Senior,8.7,Medium,None,Match,No,6,Yes,246,10,1,No,Yes,2,2,24311,4.34,0,N/A,2025-07-30
TCS02463,Employee_2463,53,Female,India,IT,Mid,1.7,High,Basic,Match,No,5,Yes,229,22,1,Yes,Yes,2,2,31495,2.76,0,N/A,2025-07-30
TCS02464,Employee_2464,46,Female,USA,IT,Senior,7.8,Medium,Basic,Match,Yes,5,Yes,255,0,1,Yes,No,0,0,35825,2.05,0,N/A,2025-07-30
TCS02465,Employee_2465,31,Male,India,IT,Mid,7.5,High,Basic,Match,Yes,0,Yes,249,9,0,Yes,Yes,0,2,25887,2.6,0,N/A,2025-07-30
TCS02466,Employee_2466,48,Male,India,IT,Senior,0.5,Medium,Basic,Match,No,2,No,258,2,1,Yes,Yes,2,3,26903,4.24,0,N/A,2025-07-30
TCS02467,Employee_2467,33,Female,India,IT,Junior,9.2,Medium,Advanced,Mismatch,Yes,1,Yes,229,23,0,Yes,Yes,2,2,18712,2.28,0,N/A,2025-07-30
TCS02468,Employee_2468,44,Male,India,HR,Mid,7.6,Low,Basic,Match,No,4,No,247,11,3,No,Yes,1,2,41504,3.16,0,N/A,2025-07-30
TCS02469,Employee_2469,58,Male,India,Consulting,Mid,7.4,High,None,Match,No,3,Yes,243,8,1,Yes,Yes,1,2,44176,2.37,0,N/A,2025-07-30
TCS02470,Employee_2470,59,Male,India,IT,Mid,7.0,High,Basic,Match,No,1,Yes,254,4,0,No,Yes,1,2,33016,2.99,0,N/A,2025-07-30
TCS02471,Employee_2471,34,Female,India,IT,Lead,1.4,Medium,Basic,Match,No,6,Yes,232,26,2,Yes,Yes,0,3,25268,4.33,0,N/A,2025-07-30
TCS02472,Employee_2472,55,Other,India,Finance,Junior,4.4,Medium,None,Match,No,1,No,251,0,0,No,Yes,0,1,27130,4.85,0,N/A,2025-07-30
TCS02473,Employee_2473,58,Male,India,Sales,Junior,8.6,Medium,None,Match,No,6,Yes,249,6,2,No,Yes,0,1,14309,4.32,0,N/A,2025-07-30
TCS02474,Employee_2474,31,Female,India,Consulting,Junior,7.0,Medium,Basic,Match,No,4,Yes,238,16,1,Yes,Yes,1,2,30459,3.21,0,N/A,2025-07-30
TCS02475,Employee_2475,59,Male,India,IT,Manager,8.8,Medium,Basic,Match,No,5,Yes,243,13,1,Yes,Yes,2,1,30585,2.52,0,N/A,2025-07-30
TCS02476,Employee_2476,42,Male,India,IT,Junior,0.5,High,Basic,Mismatch,No,3,Yes,252,0,0,No,No,0,1,33344,4.04,0,N/A,2025-07-30
TCS02477,Employee_2477,42,Female,USA,HR,Senior,2.2,Medium,Basic,Match,Yes,0,Yes,236,16,2,Yes,Yes,1,1,15172,3.62,0,N/A,2025-07-30
TCS02478,Employee_2478,28,Female,India,IT,Junior,15.1,High,None,Match,No,2,No,260,0,0,No,Yes,1,2,12236,2.93,0,N/A,2025-07-30
TCS02479,Employee_2479,37,Male,Australia,IT,Junior,5.2,Medium,None,Match,Yes,1,Yes,242,18,1,Yes,Yes,1,1,32111,3.09,0,N/A,2025-07-30
TCS02480,Employee_2480,25,Male,India,IT,Junior,7.3,High,None,Mismatch,Yes,1,Yes,243,17,0,Yes,Yes,1,1,33878,4.6,0,N/A,2025-07-30
TCS02481,Employee_2481,40,Female,UK,IT,Junior,7.9,High,Basic,Match,No,3,No,258,0,0,No,No,1,1,16865,2.16,0,N/A,2025-07-30
TCS02482,Employee_2482,38,Male,India,IT,Mid,6.5,Medium,None,Match,Yes,7,No,252,7,3,No,No,1,2,30435,3.72,0,N/A,2025-07-30
TCS02483,Employee_2483,53,Male,India,Sales,Junior,6.4,High,Basic,Match,No,7,Yes,251,1,1,No,Yes,0,2,16938,4.35,0,N/A,2025-07-30
TCS02484,Employee_2484,52,Female,India,Sales,Mid,6.6,Medium,Basic,Match,No,4,Yes,248,4,0,Yes,No,2,2,24779,3.96,0,N/A,2025-07-30
TCS02485,Employee_2485,26,Female,India,Legal,Senior,7.0,Medium,None,Match,No,3,Yes,251,8,0,Yes,Yes,0,0,32842,4.7,0,N/A,2025-07-30
TCS02486,Employee_2486,51,Female,India,IT,Junior,2.9,Medium,None,Match,No,4,Yes,251,0,2,No,Yes,1,0,19095,4.53,0,N/A,2025-07-30
TCS02487,Employee_2487,32,Female,India,Sales,Junior,7.8,High,Basic,Match,No,5,Yes,256,0,0,Yes,Yes,1,0,20552,2.83,0,N/A,2025-07-30
TCS02488,Employee_2488,31,Male,India,IT,Junior,8.2,Low,Basic,Match,Yes,0,Yes,245,11,2,Yes,No,2,1,31019,3.38,0,N/A,2025-07-30
TCS02489,Employee_2489,40,Male,India,IT,Junior,5.8,High,None,Match,No,4,Yes,255,0,3,Yes,Yes,0,3,16894,2.22,0,N/A,2025-07-30
TCS02490,Employee_2490,54,Male,Australia,IT,Senior,2.7,High,None,Match,No,5,Yes,240,19,3,Yes,Yes,0,2,18489,2.06,0,N/A,2025-07-30
TCS02491,Employee_2491,23,Male,India,IT,Mid,1.4,Medium,None,Match,No,1,No,249,5,1,Yes,Yes,1,1,20241,3.75,0,N/A,2025-07-30
TCS02492,Employee_2492,56,Female,UK,IT,Lead,6.6,High,Basic,Match,No,0,Yes,247,4,2,No,No,2,2,21703,2.43,0,N/A,2025-07-30
TCS02493,Employee_2493,31,Male,India,IT,Senior,2.6,High,None,Match,No,7,Yes,247,13,0,No,Yes,0,1,32383,4.37,0,N/A,2025-07-30
TCS02494,Employee_2494,53,Male,India,IT,Mid,7.9,Medium,Basic,Match,No,0,No,245,6,1,Yes,Yes,0,0,25787,3.93,0,N/A,2025-07-30
TCS02495,Employee_2495,50,Female,India,IT,Junior,3.2,High,Basic,Match,Yes,1,Yes,250,7,1,Yes,No,0,1,48834,3.35,0,N/A,2025-07-30
TCS02496,Employee_2496,37,Male,Germany,IT,Junior,2.0,Medium,None,Match,No,6,No,231,22,2,Yes,Yes,0,2,13546,3.39,0,N/A,2025-07-30
TCS02497,Employee_2497,45,Male,UK,Sales,Mid,7.1,Medium,Advanced,Match,No,6,Yes,257,0,3,No,Yes,2,0,39062,3.6,0,N/A,2025-07-30
TCS02498,Employee_2498,31,Male,India,IT,Mid,8.8,High,Basic,Mismatch,Yes,0,Yes,251,9,1,No,Yes,0,3,24297,3.11,0,N/A,2025-07-30
TCS02499,Employee_2499,33,Male,India,Sales,Junior,10.2,Medium,Basic,Match,No,0,No,244,14,1,Yes,No,2,2,39472,4.16,0,N/A,2025-07-30
TCS02500,Employee_2500,24,Female,India,Consulting,Mid,8.5,Low,Basic,Match,No,6,Yes,247,6,0,Yes,Yes,0,2,28844,3.53,0,N/A,2025-07-30
TCS02501,Employee_2501,49,Male,India,IT,Junior,4.5,Medium,None,Mismatch,Yes,5,Yes,254,0,0,Yes,Yes,1,3,20820,3.65,0,N/A,2025-07-30
TCS02502,Employee_2502,52,Male,USA,Finance,Mid,5.8,Low,Advanced,Match,Yes,5,No,248,7,0,Yes,Yes,2,2,36339,2.49,0,N/A,2025-07-30
TCS02503,Employee_2503,36,Male,India,Sales,Lead,1.8,Medium,Basic,Mismatch,No,3,Yes,245,9,2,No,Yes,0,0,10000,3.38,0,N/A,2025-07-30
TCS02504,Employee_2504,41,Male,India,IT,Junior,4.7,Medium,None,Match,No,3,Yes,244,8,2,Yes,Yes,1,0,11896,4.17,0,N/A,2025-07-30
TCS02505,Employee_2505,39,Male,India,IT,Lead,8.8,Medium,None,Match,No,4,No,253,5,1,Yes,No,0,1,14762,2.65,0,N/A,2025-07-30
TCS02506,Employee_2506,40,Male,India,IT,Junior,6.0,Medium,None,Match,Yes,1,Yes,253,0,0,Yes,No,1,1,25529,2.22,0,N/A,2025-07-30
TCS02507,Employee_2507,51,Male,India,IT,Senior,7.7,Medium,Basic,Mismatch,No,4,Yes,260,0,1,Yes,Yes,1,2,23909,4.99,0,N/A,2025-07-30
TCS02508,Employee_2508,30,Female,India,HR,Mid,2.1,High,Basic,Match,Yes,6,No,257,0,1,Yes,Yes,1,1,22128,2.5,0,N/A,2025-07-30
TCS02509,Employee_2509,33,Female,UK,IT,Junior,0.5,Low,Advanced,Match,No,3,Yes,240,11,1,Yes,No,2,1,25669,4.87,0,N/A,2025-07-30
TCS02510,Employee_2510,26,Male,India,IT,Mid,5.2,High,Basic,Match,Yes,6,No,250,3,0,No,Yes,1,4,15903,2.8,0,N/A,2025-07-30
TCS02511,Employee_2511,59,Female,UK,IT,Mid,4.0,Medium,None,Match,No,4,Yes,246,10,4,No,Yes,1,1,31425,3.56,0,N/A,2025-07-30
TCS02512,Employee_2512,56,Female,India,Finance,Lead,5.6,Medium,None,Match,No,4,Yes,227,26,0,Yes,No,0,1,48668,3.31,0,N/A,2025-07-30
TCS02513,Employee_2513,49,Male,UK,HR,Junior,7.1,Medium,Basic,Match,Yes,4,Yes,245,9,2,Yes,Yes,1,2,19657,2.44,0,N/A,2025-07-30
TCS02514,Employee_2514,55,Male,Germany,IT,Junior,8.1,High,Basic,Match,No,6,Yes,233,24,0,No,Yes,1,2,14572,3.44,0,N/A,2025-07-30
TCS02515,Employee_2515,41,Male,India,IT,Manager,4.3,Medium,Basic,Match,No,4,Yes,253,0,0,Yes,Yes,1,2,22714,3.79,0,N/A,2025-07-30
TCS02516,Employee_2516,42,Female,India,IT,Senior,7.1,High,Basic,Match,No,3,Yes,241,17,2,No,Yes,2,2,45438,3.01,0,N/A,2025-07-30
TCS02517,Employee_2517,34,Male,India,IT,Mid,4.4,Medium,None,Match,No,4,Yes,256,4,0,Yes,Yes,2,2,10000,2.46,0,N/A,2025-07-30
TCS02518,Employee_2518,30,Male,India,Consulting,Junior,5.0,High,None,Match,Yes,6,Yes,256,0,0,No,No,2,2,28808,3.57,0,N/A,2025-07-30
TCS02519,Employee_2519,58,Male,India,HR,Mid,7.9,Low,None,Mismatch,Yes,6,No,255,0,1,Yes,Yes,1,1,13974,3.55,0,N/A,2025-07-30
TCS02520,Employee_2520,33,Male,Germany,Legal,Mid,1.9,Medium,Advanced,Match,Yes,5,Yes,248,6,0,Yes,Yes,0,2,10000,2.16,0,N/A,2025-07-30
TCS02521,Employee_2521,45,Female,UK,IT,Junior,9.2,Low,None,Match,Yes,7,Yes,239,21,1,Yes,Yes,2,2,34756,2.02,0,N/A,2025-07-30
TCS02522,Employee_2522,47,Female,India,IT,Senior,0.5,Medium,None,Match,No,4,Yes,239,18,2,No,Yes,0,3,35337,3.39,0,N/A,2025-07-30
TCS02523,Employee_2523,28,Female,UK,Consulting,Mid,6.5,Medium,None,Match,No,4,Yes,242,13,2,Yes,Yes,2,1,10000,2.27,0,N/A,2025-07-30
TCS02524,Employee_2524,31,Male,UK,IT,Mid,11.3,Medium,None,Match,No,1,No,241,13,3,Yes,No,2,2,16488,3.57,0,N/A,2025-07-30
TCS02525,Employee_2525,57,Male,India,HR,Junior,3.1,Low,Basic,Match,No,3,No,254,0,0,Yes,Yes,2,2,10000,2.85,0,N/A,2025-07-30
TCS02526,Employee_2526,33,Female,India,IT,Junior,4.3,Medium,None,Match,No,1,Yes,246,13,0,Yes,No,2,1,35793,4.88,0,N/A,2025-07-30
TCS02527,Employee_2527,38,Male,India,Consulting,Senior,6.4,Low,Basic,Match,Yes,6,Yes,258,0,0,Yes,Yes,2,0,14438,3.9,0,N/A,2025-07-30
TCS02528,Employee_2528,56,Male,India,Consulting,Mid,2.9,Medium,None,Mismatch,No,2,Yes,236,20,2,No,Yes,1,2,27000,2.99,0,N/A,2025-07-30
TCS02529,Employee_2529,28,Female,India,Finance,Junior,5.7,High,Basic,Match,Yes,1,Yes,249,9,1,Yes,Yes,0,2,38626,4.76,0,N/A,2025-07-30
TCS02530,Employee_2530,27,Male,India,Consulting,Senior,8.3,Medium,Basic,Match,No,3,No,243,12,1,No,Yes,2,0,42618,3.45,0,N/A,2025-07-30
TCS02531,Employee_2531,55,Female,India,IT,Junior,5.1,Medium,Basic,Match,Yes,3,No,244,13,2,No,Yes,0,1,29192,2.71,0,N/A,2025-07-30
TCS02532,Employee_2532,55,Female,India,IT,Manager,0.5,Low,Basic,Match,Yes,5,Yes,252,0,2,No,Yes,1,2,20907,3.35,0,N/A,2025-07-30
TCS02533,Employee_2533,22,Female,India,Legal,Lead,7.8,Low,None,Match,Yes,4,Yes,237,18,2,Yes,Yes,4,2,34542,3.42,0,N/A,2025-07-30
TCS02534,Employee_2534,46,Female,India,IT,Senior,4.2,Medium,Basic,Mismatch,No,7,Yes,251,0,2,Yes,Yes,1,2,20911,4.79,0,N/A,2025-07-30
TCS02535,Employee_2535,42,Male,USA,Finance,Junior,13.2,Medium,None,Mismatch,No,6,No,248,9,3,No,Yes,2,0,20538,4.28,0,N/A,2025-07-30
TCS02536,Employee_2536,48,Male,India,IT,Lead,10.4,Medium,None,Mismatch,No,2,No,244,10,1,Yes,Yes,0,1,17748,2.14,0,N/A,2025-07-30
TCS02537,Employee_2537,50,Male,USA,HR,Senior,5.1,Medium,Basic,Match,No,3,No,243,8,1,Yes,Yes,0,1,34399,4.28,0,N/A,2025-07-30
TCS02538,Employee_2538,57,Male,Germany,IT,Senior,7.5,Medium,Basic,Match,No,3,No,257,1,1,Yes,Yes,0,1,28344,2.53,0,N/A,2025-07-30
TCS02539,Employee_2539,33,Male,India,IT,Junior,3.3,High,Basic,Match,Yes,5,No,257,0,2,Yes,Yes,1,1,25207,4.48,0,N/A,2025-07-30
TCS02540,Employee_2540,51,Female,Australia,Sales,Mid,8.8,Low,Basic,Match,No,4,Yes,250,1,1,Yes,Yes,2,2,10000,2.04,0,N/A,2025-07-30
TCS02541,Employee_2541,25,Male,India,IT,Lead,7.3,Medium,Basic,Mismatch,No,3,Yes,254,2,1,No,Yes,1,0,28354,4.92,0,N/A,2025-07-30
TCS02542,Employee_2542,30,Female,India,Finance,Mid,9.6,High,Advanced,Match,Yes,7,Yes,250,2,1,Yes,Yes,1,1,31830,3.97,0,N/A,2025-07-30
TCS02543,Employee_2543,41,Male,USA,Finance,Mid,2.7,Medium,Advanced,Match,Yes,7,Yes,251,8,0,Yes,Yes,1,1,34543,2.22,0,N/A,2025-07-30
TCS02544,Employee_2544,58,Female,India,Sales,Mid,5.3,Medium,None,Match,No,3,Yes,250,3,1,No,Yes,1,1,38429,2.13,1,Skills Mismatch,2025-07-30
TCS02545,Employee_2545,38,Female,India,IT,Senior,11.7,Medium,Basic,Match,Yes,3,Yes,248,9,1,Yes,Yes,2,1,26462,2.19,0,N/A,2025-07-30
TCS02546,Employee_2546,56,Male,USA,Sales,Lead,11.3,Medium,Basic,Match,Yes,6,Yes,239,14,0,No,Yes,2,3,18750,2.34,0,N/A,2025-07-30
TCS02547,Employee_2547,28,Male,India,IT,Mid,4.5,Medium,Basic,Match,No,0,Yes,250,6,4,No,Yes,3,1,31882,3.31,0,N/A,2025-07-30
TCS02548,Employee_2548,59,Male,Germany,IT,Manager,2.1,Medium,Advanced,Mismatch,Yes,2,Yes,252,0,0,Yes,Yes,2,2,12209,2.19,0,N/A,2025-07-30
TCS02549,Employee_2549,57,Male,Australia,IT,Mid,5.6,Low,None,Mismatch,No,5,Yes,240,15,3,No,No,2,2,33997,2.97,0,N/A,2025-07-30
TCS02550,Employee_2550,35,Male,India,Consulting,Junior,4.4,Medium,Basic,Mismatch,Yes,3,Yes,253,6,1,Yes,Yes,1,2,18159,2.16,0,N/A,2025-07-30
TCS02551,Employee_2551,38,Female,UK,Sales,Junior,7.7,Medium,None,Match,Yes,6,Yes,235,24,0,No,Yes,1,2,30837,4.99,0,N/A,2025-07-30
TCS02552,Employee_2552,45,Female,Australia,Finance,Mid,7.8,Medium,Basic,Match,Yes,5,No,253,0,0,No,Yes,1,1,14510,2.38,0,N/A,2025-07-30
TCS02553,Employee_2553,27,Male,Australia,Sales,Senior,3.7,High,None,Match,No,0,Yes,246,11,2,Yes,No,2,1,16261,4.16,0,N/A,2025-07-30
TCS02554,Employee_2554,46,Female,India,Sales,Senior,3.8,Medium,Basic,Match,Yes,3,No,239,12,3,Yes,Yes,4,3,17683,2.45,0,N/A,2025-07-30
TCS02555,Employee_2555,43,Male,India,Finance,Manager,3.8,Medium,None,Mismatch,No,4,No,242,11,0,Yes,Yes,0,2,27185,2.76,0,N/A,2025-07-30
TCS02556,Employee_2556,45,Female,India,IT,Mid,4.8,High,Basic,Match,No,6,Yes,241,11,0,No,Yes,1,0,32243,2.86,0,N/A,2025-07-30
TCS02557,Employee_2557,46,Male,Canada,IT,Junior,6.5,Medium,Basic,Match,No,6,No,244,13,1,No,No,1,0,13083,4.93,0,N/A,2025-07-30
TCS02558,Employee_2558,55,Male,India,Consulting,Senior,5.0,Medium,Basic,Match,Yes,6,Yes,245,6,1,Yes,No,2,2,21413,3.71,0,N/A,2025-07-30
TCS02559,Employee_2559,34,Female,India,Sales,Lead,1.6,Medium,Basic,Match,No,5,No,243,13,0,No,Yes,1,2,21761,2.96,0,N/A,2025-07-30
TCS02560,Employee_2560,49,Female,India,IT,Junior,8.7,Medium,None,Mismatch,Yes,6,Yes,243,17,1,Yes,Yes,0,2,28319,4.51,0,N/A,2025-07-30
TCS02561,Employee_2561,45,Male,India,Consulting,Junior,1.9,High,Basic,Match,No,2,No,242,9,1,Yes,Yes,0,2,31261,2.52,0,N/A,2025-07-30
TCS02562,Employee_2562,27,Male,India,Sales,Senior,5.5,Low,None,Match,No,3,No,243,10,1,Yes,Yes,0,0,14238,2.21,0,N/A,2025-07-30
TCS02563,Employee_2563,58,Female,India,Finance,Junior,3.6,Medium,Basic,Match,No,7,No,234,17,2,No,No,1,2,22776,4.26,0,N/A,2025-07-30
TCS02564,Employee_2564,59,Male,India,IT,Lead,9.2,High,None,Mismatch,No,0,Yes,252,3,1,Yes,Yes,0,1,26478,2.91,0,N/A,2025-07-30
TCS02565,Employee_2565,58,Female,Canada,IT,Senior,8.2,Medium,Basic,Match,No,6,No,228,27,0,Yes,Yes,1,2,18478,4.76,0,N/A,2025-07-30
TCS02566,Employee_2566,30,Female,India,IT,Mid,5.0,Medium,None,Match,Yes,0,No,259,0,0,Yes,Yes,0,2,30920,3.95,0,N/A,2025-07-30
TCS02567,Employee_2567,44,Female,India,HR,Manager,10.3,Medium,Basic,Match,No,2,Yes,245,12,0,Yes,Yes,0,1,25812,3.42,0,N/A,2025-07-30
TCS02568,Employee_2568,32,Female,USA,IT,Junior,9.4,Medium,Basic,Match,No,0,Yes,239,16,2,Yes,Yes,2,2,17787,3.08,0,N/A,2025-07-30
TCS02569,Employee_2569,56,Female,India,IT,Lead,2.5,Low,None,Mismatch,Yes,2,Yes,257,1,1,Yes,Yes,2,2,16179,2.64,0,N/A,2025-07-30
TCS02570,Employee_2570,40,Female,India,IT,Junior,7.0,High,None,Mismatch,Yes,2,Yes,235,16,0,Yes,No,2,1,40456,4.48,0,N/A,2025-07-30
TCS02571,Employee_2571,49,Male,Canada,Legal,Senior,5.4,Medium,Basic,Match,Yes,6,Yes,238,22,2,Yes,No,2,2,25309,4.28,0,N/A,2025-07-30
TCS02572,Employee_2572,40,Female,India,IT,Senior,4.3,High,None,Match,No,3,Yes,233,23,1,No,Yes,1,3,29798,4.65,0,N/A,2025-07-30
TCS02573,Employee_2573,51,Female,UK,Sales,Senior,2.7,High,None,Mismatch,No,0,No,257,0,0,Yes,Yes,0,2,15427,3.78,0,N/A,2025-07-30
TCS02574,Employee_2574,29,Female,Germany,IT,Mid,8.6,High,None,Match,No,3,Yes,227,28,1,Yes,Yes,1,2,28925,2.55,0,N/A,2025-07-30
TCS02575,Employee_2575,53,Female,India,Sales,Senior,7.9,Low,None,Match,No,2,No,244,11,0,Yes,Yes,3,2,53493,3.5,0,N/A,2025-07-30
TCS02576,Employee_2576,26,Male,India,IT,Junior,4.7,Low,Advanced,Match,No,0,Yes,247,9,1,Yes,Yes,0,2,27221,2.83,0,N/A,2025-07-30
TCS02577,Employee_2577,26,Female,USA,IT,Lead,4.0,Medium,Basic,Match,No,4,Yes,252,0,0,No,No,1,1,38167,2.04,0,N/A,2025-07-30
TCS02578,Employee_2578,55,Female,India,IT,Mid,4.5,Medium,Basic,Match,No,0,Yes,250,9,1,No,Yes,1,1,27295,4.9,0,N/A,2025-07-30
TCS02579,Employee_2579,47,Male,Germany,IT,Mid,4.0,Medium,Basic,Match,No,3,Yes,242,11,2,Yes,Yes,0,1,24257,3.57,0,N/A,2025-07-30
TCS02580,Employee_2580,55,Female,Germany,Sales,Mid,8.5,Low,None,Match,No,2,No,257,0,0,No,Yes,1,1,30035,2.37,0,N/A,2025-07-30
TCS02581,Employee_2581,34,Male,India,IT,Mid,4.0,Low,Basic,Match,No,0,Yes,260,0,3,Yes,Yes,2,1,24987,2.93,0,N/A,2025-07-30
TCS02582,Employee_2582,42,Male,India,IT,Senior,6.8,High,Advanced,Mismatch,Yes,6,Yes,254,4,0,No,Yes,1,3,40153,3.11,0,N/A,2025-07-30
TCS02583,Employee_2583,58,Male,India,IT,Junior,3.1,Medium,Basic,Match,No,5,No,255,4,0,Yes,Yes,1,2,30187,3.57,0,N/A,2025-07-30
TCS02584,Employee_2584,22,Female,India,IT,Lead,5.6,High,None,Match,No,0,Yes,251,0,1,Yes,No,2,1,35723,3.13,0,N/A,2025-07-30
TCS02585,Employee_2585,37,Female,India,Consulting,Lead,0.7,Low,None,Mismatch,Yes,2,Yes,244,14,0,Yes,Yes,0,0,41795,4.21,0,N/A,2025-07-30
TCS02586,Employee_2586,57,Male,India,HR,Junior,9.0,Medium,Basic,Match,No,1,Yes,232,28,0,Yes,Yes,2,1,42352,2.56,0,N/A,2025-07-30
TCS02587,Employee_2587,22,Female,India,Consulting,Mid,2.5,Medium,None,Match,No,1,Yes,241,17,0,Yes,No,1,1,28189,3.42,0,N/A,2025-07-30
TCS02588,Employee_2588,32,Other,India,IT,Senior,2.0,Medium,None,Match,Yes,5,No,247,4,1,No,Yes,1,4,27287,4.82,0,N/A,2025-07-30
TCS02589,Employee_2589,53,Male,India,IT,Junior,8.6,Medium,Basic,Match,Yes,1,Yes,234,17,2,Yes,Yes,0,2,26759,3.94,0,N/A,2025-07-30
TCS02590,Employee_2590,24,Female,India,HR,Mid,2.9,High,Basic,Match,No,0,No,239,15,0,No,Yes,0,1,21356,2.73,0,N/A,2025-07-30
TCS02591,Employee_2591,44,Female,India,HR,Senior,6.7,Medium,None,Match,No,6,Yes,256,0,1,Yes,Yes,1,1,11531,4.59,0,N/A,2025-07-30
TCS02592,Employee_2592,42,Male,India,IT,Junior,8.1,High,Basic,Match,No,0,Yes,246,8,1,No,Yes,1,2,28629,3.34,0,N/A,2025-07-30
TCS02593,Employee_2593,48,Male,USA,IT,Junior,5.9,Medium,Basic,Match,No,1,Yes,246,10,0,Yes,Yes,3,2,19183,3.14,0,N/A,2025-07-30
TCS02594,Employee_2594,56,Female,USA,IT,Senior,5.9,High,Basic,Match,No,7,Yes,237,21,1,Yes,No,0,0,33023,3.65,0,N/A,2025-07-30
TCS02595,Employee_2595,32,Female,India,Sales,Senior,4.1,High,Advanced,Match,No,7,Yes,248,6,3,Yes,Yes,2,1,16149,4.28,0,N/A,2025-07-30
TCS02596,Employee_2596,23,Male,India,IT,Lead,5.4,High,Basic,Match,No,0,Yes,252,6,0,Yes,No,1,1,27929,3.26,0,N/A,2025-07-30
TCS02597,Employee_2597,29,Male,UK,Sales,Lead,9.9,High,None,Match,Yes,1,No,239,19,2,Yes,Yes,1,2,16485,2.27,0,N/A,2025-07-30
TCS02598,Employee_2598,54,Female,UK,Consulting,Junior,3.9,High,Basic,Mismatch,No,7,Yes,253,0,1,No,No,0,1,11341,2.36,0,N/A,2025-07-30
TCS02599,Employee_2599,54,Male,Germany,IT,Senior,4.3,Medium,Basic,Match,Yes,0,Yes,253,0,2,No,Yes,2,1,19741,3.36,0,N/A,2025-07-30
TCS02600,Employee_2600,49,Male,India,Sales,Senior,3.2,High,Basic,Match,No,6,Yes,255,0,0,No,Yes,0,2,12443,3.99,0,N/A,2025-07-30
TCS02601,Employee_2601,28,Male,India,Consulting,Mid,12.1,High,Advanced,Match,Yes,0,Yes,232,21,1,No,No,2,1,22771,3.22,0,N/A,2025-07-30
TCS02602,Employee_2602,59,Male,India,Consulting,Junior,3.3,Medium,None,Match,No,7,Yes,232,28,0,Yes,Yes,1,0,16775,2.93,0,N/A,2025-07-30
TCS02603,Employee_2603,53,Female,India,Consulting,Senior,5.0,High,Basic,Match,Yes,2,No,249,9,0,Yes,No,2,1,39744,3.82,0,N/A,2025-07-30
